year,party,candidate_name,poll_date,weeks_left,days_left,before_convention,avg_support
2012,democrat,Barack Obama,6/26/2012,19,133,TRUE,46.491633
2012,democrat,Barack Obama,6/27/2012,19,132,TRUE,46.715661
2012,democrat,Barack Obama,6/28/2012,19,131,TRUE,46.8019285
2012,democrat,Barack Obama,6/30/2012,18,129,TRUE,46.828372
2012,democrat,Barack Obama,7/1/2012,18,128,TRUE,46.778837
2012,democrat,Barack Obama,7/2/2012,18,127,TRUE,46.87466867
2012,democrat,Barack Obama,7/5/2012,18,124,TRUE,46.602132
2012,democrat,Barack Obama,7/6/2012,18,123,TRUE,46.579958
2012,democrat,Barack Obama,7/7/2012,17,122,TRUE,46.60368
2012,democrat,Barack Obama,7/8/2012,17,121,TRUE,46.460609
2012,democrat,Barack Obama,7/9/2012,17,120,TRUE,46.323787
2012,democrat,Barack Obama,7/10/2012,17,119,TRUE,46.390526
2012,democrat,Barack Obama,7/11/2012,17,118,TRUE,46.60769
2012,democrat,Barack Obama,7/13/2012,17,116,TRUE,46.579077
2012,democrat,Barack Obama,7/14/2012,16,115,TRUE,46.59696
2012,democrat,Barack Obama,7/15/2012,16,114,TRUE,46.55637
2012,democrat,Barack Obama,7/16/2012,16,113,TRUE,46.657188
2012,democrat,Barack Obama,7/17/2012,16,112,TRUE,46.677533
2012,democrat,Barack Obama,7/18/2012,16,111,TRUE,46.65195
2012,democrat,Barack Obama,7/19/2012,16,110,TRUE,46.762579
2012,democrat,Barack Obama,7/20/2012,16,109,TRUE,46.787251
2012,democrat,Barack Obama,7/21/2012,15,108,TRUE,46.607399
2012,democrat,Barack Obama,7/22/2012,15,107,TRUE,46.579635
2012,democrat,Barack Obama,7/23/2012,15,106,TRUE,46.505713
2012,democrat,Barack Obama,7/24/2012,15,105,TRUE,46.437406
2012,democrat,Barack Obama,7/25/2012,15,104,TRUE,46.602904
2012,democrat,Barack Obama,7/26/2012,15,103,TRUE,46.743239
2012,democrat,Barack Obama,7/27/2012,15,102,TRUE,46.727591
2012,democrat,Barack Obama,7/28/2012,14,101,TRUE,46.777088
2012,democrat,Barack Obama,7/29/2012,14,100,TRUE,46.763254
2012,democrat,Barack Obama,7/30/2012,14,99,TRUE,46.720369
2012,democrat,Barack Obama,7/31/2012,14,98,TRUE,46.716841
2012,democrat,Barack Obama,8/1/2012,14,97,TRUE,46.73489
2012,democrat,Barack Obama,8/2/2012,14,96,TRUE,46.696961
2012,democrat,Barack Obama,8/3/2012,14,95,TRUE,46.708239
2012,democrat,Barack Obama,8/4/2012,13,94,TRUE,46.677239
2012,democrat,Barack Obama,8/5/2012,13,93,TRUE,47.038741
2012,democrat,Barack Obama,8/6/2012,13,92,TRUE,47.104868
2012,democrat,Barack Obama,8/7/2012,13,91,TRUE,47.399306
2012,democrat,Barack Obama,8/8/2012,13,90,TRUE,47.469511
2012,democrat,Barack Obama,8/9/2012,13,89,TRUE,47.364286
2012,democrat,Barack Obama,8/10/2012,13,88,TRUE,47.366301
2012,democrat,Barack Obama,8/11/2012,12,87,TRUE,47.365614
2012,democrat,Barack Obama,8/12/2012,12,86,TRUE,47.2788615
2012,democrat,Barack Obama,8/14/2012,12,84,TRUE,47.17029
2012,democrat,Barack Obama,8/15/2012,12,83,TRUE,47.158373
2012,democrat,Barack Obama,8/16/2012,12,82,TRUE,46.97707
2012,democrat,Barack Obama,8/17/2012,12,81,TRUE,46.949204
2012,democrat,Barack Obama,8/18/2012,11,80,TRUE,46.858765
2012,democrat,Barack Obama,8/19/2012,11,79,TRUE,46.814359
2012,democrat,Barack Obama,8/20/2012,11,78,TRUE,46.724851
2012,democrat,Barack Obama,8/21/2012,11,77,TRUE,46.615298
2012,democrat,Barack Obama,8/22/2012,11,76,TRUE,46.607243
2012,democrat,Barack Obama,8/23/2012,11,75,TRUE,46.725537
2012,democrat,Barack Obama,8/24/2012,11,74,TRUE,46.745032
2012,democrat,Barack Obama,8/25/2012,10,73,TRUE,46.758665
2012,democrat,Barack Obama,8/26/2012,10,72,TRUE,46.849587
2012,democrat,Barack Obama,8/27/2012,10,71,TRUE,46.887288
2012,democrat,Barack Obama,8/28/2012,10,70,TRUE,46.84883
2012,democrat,Barack Obama,8/29/2012,10,69,TRUE,46.558564
2012,democrat,Barack Obama,8/30/2012,10,68,TRUE,46.276403
2012,democrat,Barack Obama,8/31/2012,10,67,TRUE,46.283129
2012,democrat,Barack Obama,9/1/2012,9,66,TRUE,46.154188
2012,democrat,Barack Obama,9/2/2012,9,65,TRUE,46.187994
2012,democrat,Barack Obama,9/3/2012,9,64,TRUE,46.274605
2012,democrat,Barack Obama,9/4/2012,9,63,TRUE,46.39519
2012,democrat,Barack Obama,9/5/2012,9,62,TRUE,46.304931
2012,democrat,Barack Obama,9/6/2012,9,61,FALSE,46.295888
2012,democrat,Barack Obama,9/7/2012,9,60,FALSE,46.943731
2012,democrat,Barack Obama,9/8/2012,8,59,FALSE,47.603289
2012,democrat,Barack Obama,9/9/2012,8,58,FALSE,47.974949
2012,democrat,Barack Obama,9/10/2012,8,57,FALSE,48.297585
2012,democrat,Barack Obama,9/11/2012,8,56,FALSE,48.323779
2012,democrat,Barack Obama,9/12/2012,8,55,FALSE,48.569887
2012,democrat,Barack Obama,9/14/2012,8,53,FALSE,48.619786
2012,democrat,Barack Obama,9/15/2012,7,52,FALSE,48.659833
2012,democrat,Barack Obama,9/16/2012,7,51,FALSE,48.623156
2012,democrat,Barack Obama,9/17/2012,7,50,FALSE,48.657436
2012,democrat,Barack Obama,9/18/2012,7,49,FALSE,48.57245
2012,democrat,Barack Obama,9/19/2012,7,48,FALSE,48.662913
2012,democrat,Barack Obama,9/20/2012,7,47,FALSE,48.7011895
2012,democrat,Barack Obama,9/22/2012,6,45,FALSE,48.889531
2012,democrat,Barack Obama,9/23/2012,6,44,FALSE,48.914079
2012,democrat,Barack Obama,9/24/2012,6,43,FALSE,48.87979
2012,democrat,Barack Obama,9/25/2012,6,42,FALSE,48.953308
2012,democrat,Barack Obama,9/26/2012,6,41,FALSE,49.03867
2012,democrat,Barack Obama,9/27/2012,6,40,FALSE,48.909547
2012,democrat,Barack Obama,9/28/2012,6,39,FALSE,48.942899
2012,democrat,Barack Obama,9/29/2012,5,38,FALSE,48.972128
2012,democrat,Barack Obama,9/30/2012,5,37,FALSE,48.820485
2012,democrat,Barack Obama,10/1/2012,5,36,FALSE,48.850823
2012,democrat,Barack Obama,10/2/2012,5,35,FALSE,48.8885105
2012,democrat,Barack Obama,10/4/2012,5,33,FALSE,48.88635
2012,democrat,Barack Obama,10/6/2012,4,31,FALSE,48.675376
2012,democrat,Barack Obama,10/7/2012,4,30,FALSE,48.053283
2012,democrat,Barack Obama,10/8/2012,4,29,FALSE,48.029632
2012,democrat,Barack Obama,10/9/2012,4,28,FALSE,47.708023
2012,democrat,Barack Obama,10/10/2012,4,27,FALSE,47.585371
2012,democrat,Barack Obama,10/11/2012,4,26,FALSE,47.488692
2012,democrat,Barack Obama,10/12/2012,4,25,FALSE,47.213768
2012,democrat,Barack Obama,10/13/2012,3,24,FALSE,47.341729
2012,democrat,Barack Obama,10/14/2012,3,23,FALSE,47.243694
2012,democrat,Barack Obama,10/15/2012,3,22,FALSE,47.291474
2012,democrat,Barack Obama,10/16/2012,3,21,FALSE,47.201106
2012,democrat,Barack Obama,10/17/2012,3,20,FALSE,47.01539
2012,democrat,Barack Obama,10/18/2012,3,19,FALSE,46.849429
2012,democrat,Barack Obama,10/20/2012,2,17,FALSE,47.124943
2012,democrat,Barack Obama,10/21/2012,2,16,FALSE,47.145015
2012,democrat,Barack Obama,10/22/2012,2,15,FALSE,47.114657
2012,democrat,Barack Obama,10/23/2012,2,14,FALSE,47.096435
2012,democrat,Barack Obama,10/25/2012,2,12,FALSE,47.164564
2012,democrat,Barack Obama,10/26/2012,2,11,FALSE,47.27159
2012,democrat,Barack Obama,10/27/2012,1,10,FALSE,47.300917
2012,democrat,Barack Obama,10/28/2012,1,9,FALSE,47.334796
2012,democrat,Barack Obama,10/29/2012,1,8,FALSE,47.448834
2012,democrat,Barack Obama,10/30/2012,1,7,FALSE,47.349459
2012,democrat,Barack Obama,10/31/2012,1,6,FALSE,47.511828
2012,democrat,Barack Obama,11/1/2012,1,5,FALSE,47.421608
2012,democrat,Barack Obama,11/2/2012,1,4,FALSE,47.441645
2012,democrat,Barack Obama,11/3/2012,0,3,FALSE,47.749305
2012,democrat,Barack Obama,11/4/2012,0,2,FALSE,47.963961
2012,democrat,Barack Obama,11/5/2012,0,1,FALSE,48.100725
2012,republican,Mitt Romney,3/1/2012,36,250,TRUE,45.492803
2012,republican,Mitt Romney,3/2/2012,36,249,TRUE,45.440291
2012,republican,Mitt Romney,3/3/2012,35,248,TRUE,45.627869
2012,republican,Mitt Romney,3/4/2012,35,247,TRUE,45.651842
2012,republican,Mitt Romney,3/5/2012,35,246,TRUE,45.685224
2012,republican,Mitt Romney,3/6/2012,35,245,TRUE,45.535994
2012,republican,Mitt Romney,3/7/2012,35,244,TRUE,45.693832
2012,republican,Mitt Romney,3/8/2012,35,243,TRUE,45.974833
2012,republican,Mitt Romney,3/9/2012,35,242,TRUE,46.159583
2012,republican,Mitt Romney,3/10/2012,34,241,TRUE,46.770648
2012,republican,Mitt Romney,3/11/2012,34,240,TRUE,46.212422
2012,republican,Mitt Romney,3/12/2012,34,239,TRUE,46.082124
2012,republican,Mitt Romney,3/13/2012,34,238,TRUE,46.211108
2012,republican,Mitt Romney,3/14/2012,34,237,TRUE,46.321026
2012,republican,Mitt Romney,3/15/2012,34,236,TRUE,46.376592
2012,republican,Mitt Romney,3/16/2012,34,235,TRUE,46.298565
2012,republican,Mitt Romney,3/17/2012,33,234,TRUE,46.423142
2012,republican,Mitt Romney,3/18/2012,33,233,TRUE,46.54985
2012,republican,Mitt Romney,3/19/2012,33,232,TRUE,46.586142
2012,republican,Mitt Romney,3/20/2012,33,231,TRUE,46.472758
2012,republican,Mitt Romney,3/21/2012,33,230,TRUE,46.513921
2012,republican,Mitt Romney,3/22/2012,33,229,TRUE,46.547173
2012,republican,Mitt Romney,3/24/2012,32,227,TRUE,46.657674
2012,republican,Mitt Romney,3/25/2012,32,226,TRUE,44.794039
2012,republican,Mitt Romney,3/26/2012,32,225,TRUE,44.829295
2012,republican,Mitt Romney,3/27/2012,32,224,TRUE,44.882947
2012,republican,Mitt Romney,3/28/2012,32,223,TRUE,44.942651
2012,republican,Mitt Romney,3/29/2012,32,222,TRUE,44.892899
2012,republican,Mitt Romney,3/30/2012,32,221,TRUE,44.885243
2012,republican,Mitt Romney,3/31/2012,31,220,TRUE,44.797756
2012,republican,Mitt Romney,4/1/2012,31,219,TRUE,44.861952
2012,republican,Mitt Romney,4/2/2012,31,218,TRUE,44.926067
2012,republican,Mitt Romney,4/3/2012,31,217,TRUE,45.337291
2012,republican,Mitt Romney,4/4/2012,31,216,TRUE,45.39415
2012,republican,Mitt Romney,4/5/2012,31,215,TRUE,44.585817
2012,republican,Mitt Romney,4/6/2012,31,214,TRUE,44.41289
2012,republican,Mitt Romney,4/7/2012,30,213,TRUE,44.568862
2012,republican,Mitt Romney,4/8/2012,30,212,TRUE,44.565479
2012,republican,Mitt Romney,4/9/2012,30,211,TRUE,44.564482
2012,republican,Mitt Romney,4/10/2012,30,210,TRUE,44.666104
2012,republican,Mitt Romney,4/11/2012,30,209,TRUE,45.244852
2012,republican,Mitt Romney,4/12/2012,30,208,TRUE,45.217467
2012,republican,Mitt Romney,4/13/2012,30,207,TRUE,45.464339
2012,republican,Mitt Romney,4/14/2012,29,206,TRUE,45.584289
2012,republican,Mitt Romney,4/15/2012,29,205,TRUE,45.810876
2012,republican,Mitt Romney,4/16/2012,29,204,TRUE,45.75232
2012,republican,Mitt Romney,4/17/2012,29,203,TRUE,45.633284
2012,republican,Mitt Romney,4/18/2012,29,202,TRUE,45.660179
2012,republican,Mitt Romney,4/19/2012,29,201,TRUE,45.649352
2012,republican,Mitt Romney,4/20/2012,29,200,TRUE,45.605078
2012,republican,Mitt Romney,4/21/2012,28,199,TRUE,45.546322
2012,republican,Mitt Romney,4/22/2012,28,198,TRUE,45.155191
2012,republican,Mitt Romney,4/23/2012,28,197,TRUE,45.282429
2012,republican,Mitt Romney,4/24/2012,28,196,TRUE,45.566914
2012,republican,Mitt Romney,4/25/2012,28,195,TRUE,46.68694
2012,republican,Mitt Romney,4/26/2012,28,194,TRUE,46.094799
2012,republican,Mitt Romney,4/27/2012,28,193,TRUE,46.265716
2012,republican,Mitt Romney,4/28/2012,27,192,TRUE,46.873883
2012,republican,Mitt Romney,4/29/2012,27,191,TRUE,46.820844
2012,republican,Mitt Romney,4/30/2012,27,190,TRUE,46.413819
2012,republican,Mitt Romney,5/1/2012,27,189,TRUE,46.369921
2012,republican,Mitt Romney,5/2/2012,27,188,TRUE,46.340136
2012,republican,Mitt Romney,5/3/2012,27,187,TRUE,46.514954
2012,republican,Mitt Romney,5/4/2012,27,186,TRUE,46.493795
2012,republican,Mitt Romney,5/5/2012,26,185,TRUE,46.576921
2012,republican,Mitt Romney,5/6/2012,26,184,TRUE,46.686715
2012,republican,Mitt Romney,5/7/2012,26,183,TRUE,46.421481
2012,republican,Mitt Romney,5/8/2012,26,182,TRUE,46.761036
2012,republican,Mitt Romney,5/9/2012,26,181,TRUE,46.812828
2012,republican,Mitt Romney,5/10/2012,26,180,TRUE,46.869464
2012,republican,Mitt Romney,5/11/2012,26,179,TRUE,46.885286
2012,republican,Mitt Romney,5/12/2012,25,178,TRUE,46.712548
2012,republican,Mitt Romney,5/13/2012,25,177,TRUE,46.690522
2012,republican,Mitt Romney,5/14/2012,25,176,TRUE,46.866392
2012,republican,Mitt Romney,5/15/2012,25,175,TRUE,46.31713
2012,republican,Mitt Romney,5/16/2012,25,174,TRUE,46.31265
2012,republican,Mitt Romney,5/17/2012,25,173,TRUE,46.360073
2012,republican,Mitt Romney,5/18/2012,25,172,TRUE,46.388536
2012,republican,Mitt Romney,5/19/2012,24,171,TRUE,46.278671
2012,republican,Mitt Romney,5/20/2012,24,170,TRUE,46.257992
2012,republican,Mitt Romney,5/21/2012,24,169,TRUE,46.139045
2012,republican,Mitt Romney,5/22/2012,24,168,TRUE,46.144984
2012,republican,Mitt Romney,5/23/2012,24,167,TRUE,46.050058
2012,republican,Mitt Romney,5/24/2012,24,166,TRUE,46.109728
2012,republican,Mitt Romney,5/25/2012,24,165,TRUE,45.965231
2012,republican,Mitt Romney,5/26/2012,23,164,TRUE,45.942278
2012,republican,Mitt Romney,5/27/2012,23,163,TRUE,46.1614805
2012,republican,Mitt Romney,5/29/2012,23,161,TRUE,46.055555
2012,republican,Mitt Romney,5/30/2012,23,160,TRUE,45.937105
2012,republican,Mitt Romney,5/31/2012,23,159,TRUE,46.223044
2012,republican,Mitt Romney,6/1/2012,23,158,TRUE,46.229444
2012,republican,Mitt Romney,6/2/2012,22,157,TRUE,46.308925
2012,republican,Mitt Romney,6/3/2012,22,156,TRUE,45.825199
2012,republican,Mitt Romney,6/4/2012,22,155,TRUE,45.605659
2012,republican,Mitt Romney,6/5/2012,22,154,TRUE,45.623118
2012,republican,Mitt Romney,6/6/2012,22,153,TRUE,45.90046
2012,republican,Mitt Romney,6/7/2012,22,152,TRUE,45.74661
2012,republican,Mitt Romney,6/8/2012,22,151,TRUE,45.974166
2012,republican,Mitt Romney,6/10/2012,21,149,TRUE,45.877457
2012,republican,Mitt Romney,6/11/2012,21,148,TRUE,45.92375
2012,republican,Mitt Romney,6/12/2012,21,147,TRUE,46.007683
2012,republican,Mitt Romney,6/13/2012,21,146,TRUE,46.008269
2012,republican,Mitt Romney,6/14/2012,21,145,TRUE,46.067761
2012,republican,Mitt Romney,6/15/2012,21,144,TRUE,46.109753
2012,republican,Mitt Romney,6/16/2012,20,143,TRUE,46.136174
2012,republican,Mitt Romney,6/17/2012,20,142,TRUE,46.368666
2012,republican,Mitt Romney,6/18/2012,20,141,TRUE,45.957984
2012,republican,Mitt Romney,6/20/2012,20,139,TRUE,46.01709
2012,republican,Mitt Romney,6/21/2012,20,138,TRUE,46.038162
2012,republican,Mitt Romney,6/22/2012,20,137,TRUE,46.090904
2012,republican,Mitt Romney,6/23/2012,19,136,TRUE,46.084357
2012,republican,Mitt Romney,6/24/2012,19,135,TRUE,46.117482
2012,republican,Mitt Romney,6/25/2012,19,134,TRUE,46.229369
2012,republican,Mitt Romney,6/26/2012,19,133,TRUE,45.717705
2012,republican,Mitt Romney,6/27/2012,19,132,TRUE,45.717563
2012,republican,Mitt Romney,6/28/2012,19,131,TRUE,45.528722
2012,republican,Mitt Romney,6/29/2012,19,130,TRUE,45.547118
2012,republican,Mitt Romney,6/30/2012,18,129,TRUE,45.565128
2012,republican,Mitt Romney,7/1/2012,18,128,TRUE,45.686894
2012,republican,Mitt Romney,7/2/2012,18,127,TRUE,45.74087233
2012,republican,Mitt Romney,7/5/2012,18,124,TRUE,45.699712
2012,republican,Mitt Romney,7/6/2012,18,123,TRUE,45.722957
2012,republican,Mitt Romney,7/7/2012,17,122,TRUE,45.718674
2012,republican,Mitt Romney,7/8/2012,17,121,TRUE,45.675294
2012,republican,Mitt Romney,7/9/2012,17,120,TRUE,45.873116
2012,republican,Mitt Romney,7/10/2012,17,119,TRUE,45.827858
2012,republican,Mitt Romney,7/11/2012,17,118,TRUE,45.619428
2012,republican,Mitt Romney,7/13/2012,17,116,TRUE,45.735956
2012,republican,Mitt Romney,7/14/2012,16,115,TRUE,45.696654
2012,republican,Mitt Romney,7/15/2012,16,114,TRUE,45.838109
2012,republican,Mitt Romney,7/16/2012,16,113,TRUE,45.914506
2012,republican,Mitt Romney,7/17/2012,16,112,TRUE,45.822153
2012,republican,Mitt Romney,7/18/2012,16,111,TRUE,45.896135
2012,republican,Mitt Romney,7/19/2012,16,110,TRUE,45.80885
2012,republican,Mitt Romney,7/20/2012,16,109,TRUE,45.76553
2012,republican,Mitt Romney,7/21/2012,15,108,TRUE,45.82085
2012,republican,Mitt Romney,7/22/2012,15,107,TRUE,45.919245
2012,republican,Mitt Romney,7/23/2012,15,106,TRUE,45.952391
2012,republican,Mitt Romney,7/24/2012,15,105,TRUE,46.054344
2012,republican,Mitt Romney,7/25/2012,15,104,TRUE,46.10352
2012,republican,Mitt Romney,7/26/2012,15,103,TRUE,45.877473
2012,republican,Mitt Romney,7/27/2012,15,102,TRUE,45.885317
2012,republican,Mitt Romney,7/28/2012,14,101,TRUE,45.878867
2012,republican,Mitt Romney,7/29/2012,14,100,TRUE,46.014536
2012,republican,Mitt Romney,7/30/2012,14,99,TRUE,46.053518
2012,republican,Mitt Romney,7/31/2012,14,98,TRUE,46.081752
2012,republican,Mitt Romney,8/1/2012,14,97,TRUE,46.061721
2012,republican,Mitt Romney,8/2/2012,14,96,TRUE,46.096997
2012,republican,Mitt Romney,8/3/2012,14,95,TRUE,46.124511
2012,republican,Mitt Romney,8/4/2012,13,94,TRUE,46.186682
2012,republican,Mitt Romney,8/5/2012,13,93,TRUE,46.121544
2012,republican,Mitt Romney,8/6/2012,13,92,TRUE,46.142337
2012,republican,Mitt Romney,8/7/2012,13,91,TRUE,45.882043
2012,republican,Mitt Romney,8/8/2012,13,90,TRUE,45.9979555
2012,republican,Mitt Romney,8/10/2012,13,88,TRUE,45.856272
2012,republican,Mitt Romney,8/11/2012,12,87,TRUE,45.884451
2012,republican,Mitt Romney,8/12/2012,12,86,TRUE,46.309528
2012,republican,Mitt Romney,8/13/2012,12,85,TRUE,46.383255
2012,republican,Mitt Romney,8/14/2012,12,84,TRUE,46.44839
2012,republican,Mitt Romney,8/15/2012,12,83,TRUE,46.436484
2012,republican,Mitt Romney,8/16/2012,12,82,TRUE,46.6508405
2012,republican,Mitt Romney,8/18/2012,11,80,TRUE,46.62979
2012,republican,Mitt Romney,8/19/2012,11,79,TRUE,46.407906
2012,republican,Mitt Romney,8/20/2012,11,78,TRUE,46.527957
2012,republican,Mitt Romney,8/21/2012,11,77,TRUE,46.525521
2012,republican,Mitt Romney,8/22/2012,11,76,TRUE,46.419342
2012,republican,Mitt Romney,8/23/2012,11,75,TRUE,46.55627
2012,republican,Mitt Romney,8/24/2012,11,74,TRUE,46.530838
2012,republican,Mitt Romney,8/25/2012,10,73,TRUE,46.670899
2012,republican,Mitt Romney,8/26/2012,10,72,TRUE,46.652783
2012,republican,Mitt Romney,8/27/2012,10,71,TRUE,46.595157
2012,republican,Mitt Romney,8/28/2012,10,70,TRUE,46.591461
2012,republican,Mitt Romney,8/29/2012,10,69,TRUE,46.525767
2012,republican,Mitt Romney,8/30/2012,10,68,FALSE,46.36939
2012,republican,Mitt Romney,8/31/2012,10,67,FALSE,46.565335
2012,republican,Mitt Romney,9/1/2012,9,66,FALSE,46.753416
2012,republican,Mitt Romney,9/2/2012,9,65,FALSE,46.974103
2012,republican,Mitt Romney,9/3/2012,9,64,FALSE,46.667533
2012,republican,Mitt Romney,9/4/2012,9,63,FALSE,46.737932
2012,republican,Mitt Romney,9/5/2012,9,62,FALSE,46.752856
2012,republican,Mitt Romney,9/6/2012,9,61,FALSE,45.854526
2012,republican,Mitt Romney,9/8/2012,8,59,FALSE,45.62194
2012,republican,Mitt Romney,9/9/2012,8,58,FALSE,45.322825
2012,republican,Mitt Romney,9/10/2012,8,57,FALSE,45.508598
2012,republican,Mitt Romney,9/11/2012,8,56,FALSE,45.337615
2012,republican,Mitt Romney,9/12/2012,8,55,FALSE,45.289971
2012,republican,Mitt Romney,9/13/2012,8,54,FALSE,45.185541
2012,republican,Mitt Romney,9/14/2012,8,53,FALSE,45.348895
2012,republican,Mitt Romney,9/15/2012,7,52,FALSE,45.36759
2012,republican,Mitt Romney,9/16/2012,7,51,FALSE,45.117224
2012,republican,Mitt Romney,9/17/2012,7,50,FALSE,45.212978
2012,republican,Mitt Romney,9/18/2012,7,49,FALSE,45.143123
2012,republican,Mitt Romney,9/19/2012,7,48,FALSE,44.973007
2012,republican,Mitt Romney,9/20/2012,7,47,FALSE,45.158092
2012,republican,Mitt Romney,9/21/2012,7,46,FALSE,45.170935
2012,republican,Mitt Romney,9/22/2012,6,45,FALSE,45.147678
2012,republican,Mitt Romney,9/23/2012,6,44,FALSE,45.224564
2012,republican,Mitt Romney,9/24/2012,6,43,FALSE,45.158363
2012,republican,Mitt Romney,9/25/2012,6,42,FALSE,45.113991
2012,republican,Mitt Romney,9/26/2012,6,41,FALSE,45.054865
2012,republican,Mitt Romney,9/27/2012,6,40,FALSE,45.165767
2012,republican,Mitt Romney,9/28/2012,6,39,FALSE,45.148199
2012,republican,Mitt Romney,9/29/2012,5,38,FALSE,45.105024
2012,republican,Mitt Romney,9/30/2012,5,37,FALSE,45.286571
2012,republican,Mitt Romney,10/1/2012,5,36,FALSE,45.197178
2012,republican,Mitt Romney,10/2/2012,5,35,FALSE,45.2700795
2012,republican,Mitt Romney,10/4/2012,5,33,FALSE,45.751334
2012,republican,Mitt Romney,10/6/2012,4,31,FALSE,46.273739
2012,republican,Mitt Romney,10/7/2012,4,30,FALSE,46.64488
2012,republican,Mitt Romney,10/8/2012,4,29,FALSE,46.858422
2012,republican,Mitt Romney,10/9/2012,4,28,FALSE,47.124018
2012,republican,Mitt Romney,10/10/2012,4,27,FALSE,47.252426
2012,republican,Mitt Romney,10/11/2012,4,26,FALSE,47.389028
2012,republican,Mitt Romney,10/12/2012,4,25,FALSE,47.840687
2012,republican,Mitt Romney,10/13/2012,3,24,FALSE,47.653463
2012,republican,Mitt Romney,10/14/2012,3,23,FALSE,47.82597
2012,republican,Mitt Romney,10/15/2012,3,22,FALSE,47.7551975
2012,republican,Mitt Romney,10/17/2012,3,20,FALSE,48.239229
2012,republican,Mitt Romney,10/18/2012,3,19,FALSE,48.144836
2012,republican,Mitt Romney,10/19/2012,3,18,FALSE,48.018532
2012,republican,Mitt Romney,10/20/2012,2,17,FALSE,48.083689
2012,republican,Mitt Romney,10/21/2012,2,16,FALSE,48.043882
2012,republican,Mitt Romney,10/22/2012,2,15,FALSE,48.12185
2012,republican,Mitt Romney,10/23/2012,2,14,FALSE,48.185348
2012,republican,Mitt Romney,10/25/2012,2,12,FALSE,48.304652
2012,republican,Mitt Romney,10/26/2012,2,11,FALSE,48.158635
2012,republican,Mitt Romney,10/27/2012,1,10,FALSE,48.051885
2012,republican,Mitt Romney,10/28/2012,1,9,FALSE,48.067203
2012,republican,Mitt Romney,10/29/2012,1,8,FALSE,47.952167
2012,republican,Mitt Romney,10/30/2012,1,7,FALSE,47.903375
2012,republican,Mitt Romney,10/31/2012,1,6,FALSE,47.803806
2012,republican,Mitt Romney,11/1/2012,1,5,FALSE,47.849779
2012,republican,Mitt Romney,11/2/2012,1,4,FALSE,47.795708
2012,republican,Mitt Romney,11/3/2012,0,3,FALSE,47.597424
2012,republican,Mitt Romney,11/4/2012,0,2,FALSE,47.672613
2012,republican,Mitt Romney,11/5/2012,0,1,FALSE,47.74572
2016,democrat,Hillary Rodham Clinton,3/3/2016,36,250,TRUE,47.38879
2016,democrat,Hillary Rodham Clinton,3/4/2016,36,249,TRUE,47.35847
2016,democrat,Hillary Rodham Clinton,3/5/2016,35,248,TRUE,47.32251
2016,democrat,Hillary Rodham Clinton,3/6/2016,35,247,TRUE,48.23955
2016,democrat,Hillary Rodham Clinton,3/7/2016,35,246,TRUE,48.1249
2016,democrat,Hillary Rodham Clinton,3/8/2016,35,245,TRUE,48.21116
2016,democrat,Hillary Rodham Clinton,3/9/2016,35,244,TRUE,48.33816
2016,democrat,Hillary Rodham Clinton,3/10/2016,35,243,TRUE,48.2334
2016,democrat,Hillary Rodham Clinton,3/11/2016,35,242,TRUE,48.10286
2016,democrat,Hillary Rodham Clinton,3/12/2016,34,241,TRUE,47.46333
2016,democrat,Hillary Rodham Clinton,3/13/2016,34,240,TRUE,47.59109
2016,democrat,Hillary Rodham Clinton,3/14/2016,34,239,TRUE,47.49745
2016,democrat,Hillary Rodham Clinton,3/15/2016,34,238,TRUE,47.66542
2016,democrat,Hillary Rodham Clinton,3/16/2016,34,237,TRUE,47.58393
2016,democrat,Hillary Rodham Clinton,3/17/2016,34,236,TRUE,47.41105
2016,democrat,Hillary Rodham Clinton,3/18/2016,34,235,TRUE,47.29955
2016,democrat,Hillary Rodham Clinton,3/19/2016,33,234,TRUE,47.12518
2016,democrat,Hillary Rodham Clinton,3/20/2016,33,233,TRUE,47.40889
2016,democrat,Hillary Rodham Clinton,3/21/2016,33,232,TRUE,47.43297
2016,democrat,Hillary Rodham Clinton,3/22/2016,33,231,TRUE,48.24231
2016,democrat,Hillary Rodham Clinton,3/23/2016,33,230,TRUE,48.27962
2016,democrat,Hillary Rodham Clinton,3/24/2016,33,229,TRUE,48.77098
2016,democrat,Hillary Rodham Clinton,3/25/2016,33,228,TRUE,48.83969
2016,democrat,Hillary Rodham Clinton,3/26/2016,32,227,TRUE,48.903975
2016,democrat,Hillary Rodham Clinton,3/28/2016,32,225,TRUE,49.04003
2016,democrat,Hillary Rodham Clinton,3/29/2016,32,224,TRUE,49.0709
2016,democrat,Hillary Rodham Clinton,3/31/2016,32,222,TRUE,49.04155
2016,democrat,Hillary Rodham Clinton,4/1/2016,32,221,TRUE,49.0225
2016,democrat,Hillary Rodham Clinton,4/2/2016,31,220,TRUE,48.81142
2016,democrat,Hillary Rodham Clinton,4/3/2016,31,219,TRUE,48.2974
2016,democrat,Hillary Rodham Clinton,4/5/2016,31,217,TRUE,48.16624
2016,democrat,Hillary Rodham Clinton,4/6/2016,31,216,TRUE,48.11096
2016,democrat,Hillary Rodham Clinton,4/7/2016,31,215,TRUE,48.1279
2016,democrat,Hillary Rodham Clinton,4/8/2016,31,214,TRUE,48.16901
