year,party,candidate_name,poll_date,weeks_left,days_left,before_convention,avg_support
2008,democrat,Barack Obama,6/17/2008,20,140,TRUE,45.998579
2008,democrat,Barack Obama,6/18/2008,20,139,TRUE,45.810377
2008,democrat,Barack Obama,6/19/2008,20,138,TRUE,46.29666067
2008,democrat,Barack Obama,6/22/2008,19,135,TRUE,46.301541
2008,democrat,Barack Obama,6/23/2008,19,134,TRUE,46.398908
2008,democrat,Barack Obama,6/25/2008,19,132,TRUE,46.33746967
2008,democrat,Barack Obama,6/28/2008,18,129,TRUE,46.529951
2008,democrat,Barack Obama,6/29/2008,18,128,TRUE,46.5310765
2008,democrat,Barack Obama,7/1/2008,18,126,TRUE,46.679091
2008,democrat,Barack Obama,7/2/2008,18,125,TRUE,46.47227575
2008,democrat,Barack Obama,7/6/2008,17,121,TRUE,46.774532
2008,democrat,Barack Obama,7/9/2008,17,118,TRUE,46.633654
2008,democrat,Barack Obama,7/10/2008,17,117,TRUE,46.0151315
2008,democrat,Barack Obama,7/12/2008,16,115,TRUE,45.787595
2008,democrat,Barack Obama,7/13/2008,16,114,TRUE,46.2798875
2008,democrat,Barack Obama,7/15/2008,16,112,TRUE,46.217773
2008,democrat,Barack Obama,7/16/2008,16,111,TRUE,46.206593
2008,democrat,Barack Obama,7/17/2008,16,110,TRUE,46.194509
2008,democrat,Barack Obama,7/18/2008,16,109,TRUE,46.127745
2008,democrat,Barack Obama,7/19/2008,15,108,TRUE,46.152266
2008,democrat,Barack Obama,7/21/2008,15,106,TRUE,46.28738
2008,democrat,Barack Obama,7/22/2008,15,105,TRUE,46.310291
2008,democrat,Barack Obama,7/23/2008,15,104,TRUE,45.955239
2008,democrat,Barack Obama,7/24/2008,15,103,TRUE,46.123134
2008,democrat,Barack Obama,7/25/2008,15,102,TRUE,46.206659
2008,democrat,Barack Obama,7/27/2008,14,100,TRUE,46.047697
2008,democrat,Barack Obama,7/28/2008,14,99,TRUE,46.066925
2008,democrat,Barack Obama,7/29/2008,14,98,TRUE,46.258168
2008,democrat,Barack Obama,7/30/2008,14,97,TRUE,46.183363
2008,democrat,Barack Obama,7/31/2008,14,96,TRUE,46.205255
2008,democrat,Barack Obama,8/1/2008,14,95,TRUE,45.842672
2008,democrat,Barack Obama,8/2/2008,13,94,TRUE,45.77293
2008,democrat,Barack Obama,8/3/2008,13,93,TRUE,45.7141595
2008,democrat,Barack Obama,8/5/2008,13,91,TRUE,45.607011
2008,democrat,Barack Obama,8/6/2008,13,90,TRUE,45.723149
2008,democrat,Barack Obama,8/8/2008,13,88,TRUE,45.837803
2008,democrat,Barack Obama,8/9/2008,12,87,TRUE,45.814974
2008,democrat,Barack Obama,8/10/2008,12,86,TRUE,45.70029
2008,democrat,Barack Obama,8/11/2008,12,85,TRUE,45.72953
2008,democrat,Barack Obama,8/12/2008,12,84,TRUE,45.803974
2008,democrat,Barack Obama,8/13/2008,12,83,TRUE,45.771024
2008,democrat,Barack Obama,8/14/2008,12,82,TRUE,45.641235
2008,democrat,Barack Obama,8/15/2008,12,81,TRUE,45.620815
2008,democrat,Barack Obama,8/16/2008,11,80,TRUE,45.517246
2008,democrat,Barack Obama,8/17/2008,11,79,TRUE,45.55118
2008,democrat,Barack Obama,8/18/2008,11,78,TRUE,45.426819
2008,democrat,Barack Obama,8/20/2008,11,76,TRUE,45.211636
2008,democrat,Barack Obama,8/22/2008,11,74,TRUE,45.303859
2008,democrat,Barack Obama,8/23/2008,10,73,TRUE,45.374062
2008,democrat,Barack Obama,8/24/2008,10,72,TRUE,45.402311
2008,democrat,Barack Obama,8/26/2008,10,70,TRUE,45.348238
2008,democrat,Barack Obama,8/27/2008,10,69,TRUE,45.544769
2008,democrat,Barack Obama,8/29/2008,10,67,FALSE,46.687839
2008,democrat,Barack Obama,8/30/2008,9,66,FALSE,46.99196
2008,democrat,Barack Obama,8/31/2008,9,65,FALSE,47.215505
2008,democrat,Barack Obama,9/1/2008,9,64,FALSE,47.618948
2008,democrat,Barack Obama,9/3/2008,9,62,FALSE,47.665866
2008,democrat,Barack Obama,9/4/2008,9,61,FALSE,47.319846
2008,democrat,Barack Obama,9/6/2008,8,59,FALSE,47.061028
2008,democrat,Barack Obama,9/7/2008,8,58,FALSE,46.327832
2008,democrat,Barack Obama,9/8/2008,8,57,FALSE,46.223382
2008,democrat,Barack Obama,9/9/2008,8,56,FALSE,45.7778655
2008,democrat,Barack Obama,9/11/2008,8,54,FALSE,45.530819
2008,democrat,Barack Obama,9/12/2008,8,53,FALSE,45.440861
2008,democrat,Barack Obama,9/13/2008,7,52,FALSE,45.441897
2008,democrat,Barack Obama,9/14/2008,7,51,FALSE,45.322825
2008,democrat,Barack Obama,9/15/2008,7,50,FALSE,45.374028
2008,democrat,Barack Obama,9/16/2008,7,49,FALSE,45.620322
2008,democrat,Barack Obama,9/17/2008,7,48,FALSE,45.618458
2008,democrat,Barack Obama,9/18/2008,7,47,FALSE,45.669558
2008,democrat,Barack Obama,9/19/2008,7,46,FALSE,45.669058
2008,democrat,Barack Obama,9/20/2008,6,45,FALSE,45.745082
2008,democrat,Barack Obama,9/21/2008,6,44,FALSE,45.967633
2008,democrat,Barack Obama,9/22/2008,6,43,FALSE,46.397426
2008,democrat,Barack Obama,9/23/2008,6,42,FALSE,46.497413
2008,democrat,Barack Obama,9/24/2008,6,41,FALSE,46.561096
2008,democrat,Barack Obama,9/25/2008,6,40,FALSE,46.547159
2008,democrat,Barack Obama,9/26/2008,6,39,FALSE,46.566972
2008,democrat,Barack Obama,9/27/2008,5,38,FALSE,47.375102
2008,democrat,Barack Obama,9/28/2008,5,37,FALSE,47.74482
2008,democrat,Barack Obama,9/29/2008,5,36,FALSE,47.395781
2008,democrat,Barack Obama,9/30/2008,5,35,FALSE,47.614383
2008,democrat,Barack Obama,10/1/2008,5,34,FALSE,47.799425
2008,democrat,Barack Obama,10/2/2008,5,33,FALSE,47.899612
2008,democrat,Barack Obama,10/3/2008,5,32,FALSE,48.054506
2008,democrat,Barack Obama,10/4/2008,4,31,FALSE,48.541455
2008,democrat,Barack Obama,10/5/2008,4,30,FALSE,48.4596495
2008,democrat,Barack Obama,10/7/2008,4,28,FALSE,48.553197
2008,democrat,Barack Obama,10/8/2008,4,27,FALSE,49.009696
2008,democrat,Barack Obama,10/9/2008,4,26,FALSE,49.5698315
2008,democrat,Barack Obama,10/11/2008,3,24,FALSE,49.743073
2008,democrat,Barack Obama,10/12/2008,3,23,FALSE,49.65258
2008,democrat,Barack Obama,10/13/2008,3,22,FALSE,49.546637
2008,democrat,Barack Obama,10/14/2008,3,21,FALSE,49.57785
2008,democrat,Barack Obama,10/15/2008,3,20,FALSE,49.585368
2008,democrat,Barack Obama,10/16/2008,3,19,FALSE,49.307017
2008,democrat,Barack Obama,10/17/2008,3,18,FALSE,49.242406
2008,democrat,Barack Obama,10/18/2008,2,17,FALSE,49.56732
2008,democrat,Barack Obama,10/19/2008,2,16,FALSE,49.582981
2008,democrat,Barack Obama,10/20/2008,2,15,FALSE,49.472382
2008,democrat,Barack Obama,10/21/2008,2,14,FALSE,49.805099
2008,democrat,Barack Obama,10/22/2008,2,13,FALSE,49.908416
2008,democrat,Barack Obama,10/23/2008,2,12,FALSE,50.14414
2008,democrat,Barack Obama,10/24/2008,2,11,FALSE,50.031062
2008,democrat,Barack Obama,10/25/2008,1,10,FALSE,50.025641
2008,democrat,Barack Obama,10/26/2008,1,9,FALSE,50.035474
2008,democrat,Barack Obama,10/27/2008,1,8,FALSE,50.213027
2008,democrat,Barack Obama,10/28/2008,1,7,FALSE,50.183024
2008,democrat,Barack Obama,10/29/2008,1,6,FALSE,50.12977
2008,democrat,Barack Obama,10/31/2008,1,4,FALSE,50.247106
2008,democrat,Barack Obama,11/1/2008,0,3,FALSE,50.477011
2008,democrat,Barack Obama,11/2/2008,0,2,FALSE,50.709337
2008,democrat,Barack Obama,11/3/2008,0,1,FALSE,50.990174
2008,republican,John McCain,2/26/2008,36,252,TRUE,45.2314415
2008,republican,John McCain,3/1/2008,35,248,TRUE,45.495214
2008,republican,John McCain,3/2/2008,35,247,TRUE,44.398736
2008,republican,John McCain,3/4/2008,35,245,TRUE,44.83242
2008,republican,John McCain,3/5/2008,35,244,TRUE,45.402484
2008,republican,John McCain,3/6/2008,35,243,TRUE,45.533502
2008,republican,John McCain,3/9/2008,34,240,TRUE,46.182698
2008,republican,John McCain,3/10/2008,34,239,TRUE,46.03480833
2008,republican,John McCain,3/13/2008,34,236,TRUE,46.042824
2008,republican,John McCain,3/14/2008,34,235,TRUE,46.170458
2008,republican,John McCain,3/16/2008,33,233,TRUE,46.465803
2008,republican,John McCain,3/17/2008,33,232,TRUE,46.682214
2008,republican,John McCain,3/18/2008,33,231,TRUE,46.739793
2008,republican,John McCain,3/19/2008,33,230,TRUE,46.778576
2008,republican,John McCain,3/21/2008,33,228,TRUE,47.029909
2008,republican,John McCain,3/22/2008,32,227,TRUE,46.869822
2008,republican,John McCain,3/24/2008,32,225,TRUE,46.351962
2008,republican,John McCain,3/25/2008,32,224,TRUE,46.455454
2008,republican,John McCain,3/26/2008,32,223,TRUE,46.500429
2008,republican,John McCain,3/27/2008,32,222,TRUE,46.855274
2008,republican,John McCain,3/29/2008,31,220,TRUE,46.8848365
2008,republican,John McCain,3/31/2008,31,218,TRUE,47.165623
2008,republican,John McCain,4/2/2008,31,216,TRUE,47.05994525
2008,republican,John McCain,4/6/2008,30,212,TRUE,46.894227
2008,republican,John McCain,4/7/2008,30,211,TRUE,46.973516
2008,republican,John McCain,4/8/2008,30,210,TRUE,47.068968
2008,republican,John McCain,4/9/2008,30,209,TRUE,47.172729
2008,republican,John McCain,4/10/2008,30,208,TRUE,47.173759
2008,republican,John McCain,4/11/2008,30,207,TRUE,46.825162
2008,republican,John McCain,4/12/2008,29,206,TRUE,46.43972
2008,republican,John McCain,4/13/2008,29,205,TRUE,46.317543
2008,republican,John McCain,4/14/2008,29,204,TRUE,45.576185
2008,republican,John McCain,4/16/2008,29,202,TRUE,45.714414
2008,republican,John McCain,4/17/2008,29,201,TRUE,45.6975095
2008,republican,John McCain,4/18/2008,29,200,TRUE,45.681317
2008,republican,John McCain,4/20/2008,28,198,TRUE,45.697944
2008,republican,John McCain,4/21/2008,28,197,TRUE,45.668046
2008,republican,John McCain,4/22/2008,28,196,TRUE,45.82689267
2008,republican,John McCain,4/25/2008,28,193,TRUE,45.74023
2008,republican,John McCain,4/26/2008,27,192,TRUE,45.888276
2008,republican,John McCain,4/28/2008,27,190,TRUE,45.828049
2008,republican,John McCain,4/29/2008,27,189,TRUE,46.1888315
2008,republican,John McCain,5/1/2008,27,187,TRUE,46.366887
2008,republican,John McCain,5/2/2008,27,186,TRUE,46.248259
2008,republican,John McCain,5/3/2008,26,185,TRUE,45.871877
2008,republican,John McCain,5/4/2008,26,184,TRUE,45.7768615
2008,republican,John McCain,5/6/2008,26,182,TRUE,45.823221
2008,republican,John McCain,5/8/2008,26,180,TRUE,45.349303
2008,republican,John McCain,5/10/2008,25,178,TRUE,45.062849
2008,republican,John McCain,5/11/2008,25,177,TRUE,45.182671
2008,republican,John McCain,5/12/2008,25,176,TRUE,44.966503
2008,republican,John McCain,5/13/2008,25,175,TRUE,44.9826265
2008,republican,John McCain,5/15/2008,25,173,TRUE,44.936075
2008,republican,John McCain,5/16/2008,25,172,TRUE,45.042371
2008,republican,John McCain,5/18/2008,24,170,TRUE,44.179489
2008,republican,John McCain,5/20/2008,24,168,TRUE,44.101661
2008,republican,John McCain,5/21/2008,24,167,TRUE,43.988518
2008,republican,John McCain,5/22/2008,24,166,TRUE,44.318533
2008,republican,John McCain,5/24/2008,23,164,TRUE,44.5315065
2008,republican,John McCain,5/25/2008,23,163,TRUE,44.557906
2008,republican,John McCain,5/27/2008,23,161,TRUE,44.762846
2008,republican,John McCain,5/28/2008,23,160,TRUE,44.959147
2008,republican,John McCain,5/31/2008,22,157,TRUE,45.054632
2008,republican,John McCain,6/1/2008,22,156,TRUE,45.0495295
2008,republican,John McCain,6/3/2008,22,154,TRUE,45.114395
2008,republican,John McCain,6/4/2008,22,153,TRUE,45.566392
2008,republican,John McCain,6/5/2008,22,152,TRUE,45.2222435
2008,republican,John McCain,6/7/2008,21,150,TRUE,44.932859
2008,republican,John McCain,6/8/2008,21,149,TRUE,44.77589
2008,republican,John McCain,6/9/2008,21,148,TRUE,44.296674
2008,republican,John McCain,6/10/2008,21,147,TRUE,44.28067
2008,republican,John McCain,6/11/2008,21,146,TRUE,43.491514
2008,republican,John McCain,6/12/2008,21,145,TRUE,43.496549
2008,republican,John McCain,6/13/2008,21,144,TRUE,43.162168
2008,republican,John McCain,6/14/2008,20,143,TRUE,43.119131
2008,republican,John McCain,6/15/2008,20,142,TRUE,43.489907
2008,republican,John McCain,6/16/2008,20,141,TRUE,43.464737
2008,republican,John McCain,6/17/2008,20,140,TRUE,43.206425
2008,republican,John McCain,6/18/2008,20,139,TRUE,42.97829
2008,republican,John McCain,6/19/2008,20,138,TRUE,42.60445533
2008,republican,John McCain,6/22/2008,19,135,TRUE,41.8016905
2008,republican,John McCain,6/23/2008,19,134,TRUE,41.5138
2008,republican,John McCain,6/25/2008,19,132,TRUE,41.79438033
2008,republican,John McCain,6/28/2008,18,129,TRUE,41.495615
2008,republican,John McCain,6/29/2008,18,128,TRUE,41.545826
2008,republican,John McCain,7/1/2008,18,126,TRUE,41.444693
2008,republican,John McCain,7/2/2008,18,125,TRUE,41.28438175
2008,republican,John McCain,7/6/2008,17,121,TRUE,41.124492
2008,republican,John McCain,7/7/2008,17,120,TRUE,41.081292
2008,republican,John McCain,7/9/2008,17,118,TRUE,41.227507
2008,republican,John McCain,7/10/2008,17,117,TRUE,41.5432775
2008,republican,John McCain,7/12/2008,16,115,TRUE,41.561564
2008,republican,John McCain,7/13/2008,16,114,TRUE,42.004913
2008,republican,John McCain,7/15/2008,16,112,TRUE,42.079322
2008,republican,John McCain,7/16/2008,16,111,TRUE,42.170621
2008,republican,John McCain,7/17/2008,16,110,TRUE,42.093179
2008,republican,John McCain,7/18/2008,16,109,TRUE,42.159152
2008,republican,John McCain,7/19/2008,15,108,TRUE,42.2435565
2008,republican,John McCain,7/21/2008,15,106,TRUE,42.056716
2008,republican,John McCain,7/22/2008,15,105,TRUE,42.146666
2008,republican,John McCain,7/23/2008,15,104,TRUE,41.7916845
2008,republican,John McCain,7/25/2008,15,102,TRUE,41.827077
2008,republican,John McCain,7/27/2008,14,100,TRUE,42.300657
2008,republican,John McCain,7/28/2008,14,99,TRUE,42.41852
2008,republican,John McCain,7/29/2008,14,98,TRUE,42.349688
2008,republican,John McCain,7/30/2008,14,97,TRUE,42.533529
2008,republican,John McCain,7/31/2008,14,96,TRUE,42.662244
2008,republican,John McCain,8/1/2008,14,95,TRUE,42.8908045
2008,republican,John McCain,8/3/2008,13,93,TRUE,43.186904
2008,republican,John McCain,8/4/2008,13,92,TRUE,43.047138
2008,republican,John McCain,8/5/2008,13,91,TRUE,43.071066
2008,republican,John McCain,8/6/2008,13,90,TRUE,43.00252
2008,republican,John McCain,8/8/2008,13,88,TRUE,42.891153
2008,republican,John McCain,8/9/2008,12,87,TRUE,42.793324
2008,republican,John McCain,8/10/2008,12,86,TRUE,42.877836
2008,republican,John McCain,8/11/2008,12,85,TRUE,42.971532
2008,republican,John McCain,8/12/2008,12,84,TRUE,43.048906
2008,republican,John McCain,8/13/2008,12,83,TRUE,43.11894
2008,republican,John McCain,8/14/2008,12,82,TRUE,43.461347
2008,republican,John McCain,8/15/2008,12,81,TRUE,43.5044
2008,republican,John McCain,8/16/2008,11,80,TRUE,43.59324
2008,republican,John McCain,8/17/2008,11,79,TRUE,43.497781
2008,republican,John McCain,8/18/2008,11,78,TRUE,43.708391
2008,republican,John McCain,8/20/2008,11,76,TRUE,43.672372
2008,republican,John McCain,8/22/2008,11,74,TRUE,43.496971
2008,republican,John McCain,8/23/2008,10,73,TRUE,43.428043
2008,republican,John McCain,8/24/2008,10,72,TRUE,43.734199
2008,republican,John McCain,8/26/2008,10,70,TRUE,43.608538
2008,republican,John McCain,8/27/2008,10,69,TRUE,43.812813
2008,republican,John McCain,8/29/2008,10,67,TRUE,42.914173
2008,republican,John McCain,8/30/2008,9,66,TRUE,44.439133
2008,republican,John McCain,8/31/2008,9,65,TRUE,44.181378
2008,republican,John McCain,9/1/2008,9,64,TRUE,43.98336
2008,republican,John McCain,9/3/2008,9,62,TRUE,43.560553
2008,republican,John McCain,9/4/2008,9,61,FALSE,43.4748335
2008,republican,John McCain,9/6/2008,8,59,FALSE,45.709368
2008,republican,John McCain,9/7/2008,8,58,FALSE,46.066115
2008,republican,John McCain,9/8/2008,8,57,FALSE,46.301945
2008,republican,John McCain,9/9/2008,8,56,FALSE,46.410919
2008,republican,John McCain,9/10/2008,8,55,FALSE,46.57984
2008,republican,John McCain,9/11/2008,8,54,FALSE,46.7134725
2008,republican,John McCain,9/13/2008,7,52,FALSE,46.782105
2008,republican,John McCain,9/14/2008,7,51,FALSE,46.754641
2008,republican,John McCain,9/15/2008,7,50,FALSE,46.82551
2008,republican,John McCain,9/16/2008,7,49,FALSE,46.785807
2008,republican,John McCain,9/18/2008,7,47,FALSE,46.831175
2008,republican,John McCain,9/19/2008,7,46,FALSE,46.874456
2008,republican,John McCain,9/20/2008,6,45,FALSE,46.77422
2008,republican,John McCain,9/21/2008,6,44,FALSE,46.709218
2008,republican,John McCain,9/22/2008,6,43,FALSE,46.402141
2008,republican,John McCain,9/23/2008,6,42,FALSE,46.086558
2008,republican,John McCain,9/24/2008,6,41,FALSE,45.902524
2008,republican,John McCain,9/25/2008,6,40,FALSE,45.908484
2008,republican,John McCain,9/26/2008,6,39,FALSE,45.919301
2008,republican,John McCain,9/27/2008,5,38,FALSE,45.0119255
2008,republican,John McCain,9/29/2008,5,36,FALSE,44.959908
2008,republican,John McCain,9/30/2008,5,35,FALSE,44.521761
2008,republican,John McCain,10/1/2008,5,34,FALSE,44.330482
2008,republican,John McCain,10/2/2008,5,33,FALSE,44.246407
2008,republican,John McCain,10/3/2008,5,32,FALSE,44.123372
2008,republican,John McCain,10/4/2008,4,31,FALSE,43.433486
2008,republican,John McCain,10/5/2008,4,30,FALSE,43.579247
2008,republican,John McCain,10/6/2008,4,29,FALSE,43.636479
2008,republican,John McCain,10/7/2008,4,28,FALSE,43.613906
2008,republican,John McCain,10/8/2008,4,27,FALSE,42.839614
2008,republican,John McCain,10/9/2008,4,26,FALSE,42.515634
2008,republican,John McCain,10/10/2008,4,25,FALSE,42.483611
2008,republican,John McCain,10/11/2008,3,24,FALSE,42.38148
2008,republican,John McCain,10/12/2008,3,23,FALSE,42.321051
2008,republican,John McCain,10/13/2008,3,22,FALSE,42.312876
2008,republican,John McCain,10/14/2008,3,21,FALSE,42.285643
2008,republican,John McCain,10/15/2008,3,20,FALSE,42.236779
2008,republican,John McCain,10/16/2008,3,19,FALSE,42.471682
2008,republican,John McCain,10/17/2008,3,18,FALSE,42.631904
2008,republican,John McCain,10/18/2008,2,17,FALSE,41.974271
2008,republican,John McCain,10/19/2008,2,16,FALSE,42.362896
2008,republican,John McCain,10/20/2008,2,15,FALSE,42.716766
2008,republican,John McCain,10/21/2008,2,14,FALSE,42.504601
2008,republican,John McCain,10/22/2008,2,13,FALSE,42.584982
2008,republican,John McCain,10/23/2008,2,12,FALSE,42.481469
2008,republican,John McCain,10/25/2008,1,10,FALSE,42.647584
2008,republican,John McCain,10/26/2008,1,9,FALSE,42.632959
2008,republican,John McCain,10/27/2008,1,8,FALSE,43.034993
2008,republican,John McCain,10/28/2008,1,7,FALSE,43.134892
2008,republican,John McCain,10/29/2008,1,6,FALSE,43.1099015
2008,republican,John McCain,10/31/2008,1,4,FALSE,43.303064
2008,republican,John McCain,11/1/2008,0,3,FALSE,43.712135
2008,republican,John McCain,11/2/2008,0,2,FALSE,43.64515
2008,republican,John McCain,11/3/2008,0,1,FALSE,43.820694
2012,democrat,Barack Obama,3/1/2012,36,250,TRUE,48.642708
2012,democrat,Barack Obama,3/2/2012,36,249,TRUE,48.662401
2012,democrat,Barack Obama,3/3/2012,35,248,TRUE,48.719149
2012,democrat,Barack Obama,3/4/2012,35,247,TRUE,48.231769
2012,democrat,Barack Obama,3/5/2012,35,246,TRUE,48.304396
2012,democrat,Barack Obama,3/6/2012,35,245,TRUE,48.452488
2012,democrat,Barack Obama,3/7/2012,35,244,TRUE,48.343239
2012,democrat,Barack Obama,3/8/2012,35,243,TRUE,48.085454
2012,democrat,Barack Obama,3/9/2012,35,242,TRUE,47.89747
2012,democrat,Barack Obama,3/10/2012,34,241,TRUE,47.645579
2012,democrat,Barack Obama,3/11/2012,34,240,TRUE,48.282782
2012,democrat,Barack Obama,3/12/2012,34,239,TRUE,48.153854
2012,democrat,Barack Obama,3/13/2012,34,238,TRUE,48.081948
2012,democrat,Barack Obama,3/14/2012,34,237,TRUE,48.050615
2012,democrat,Barack Obama,3/15/2012,34,236,TRUE,48.027574
2012,democrat,Barack Obama,3/16/2012,34,235,TRUE,48.446812
2012,democrat,Barack Obama,3/17/2012,33,234,TRUE,48.332318
2012,democrat,Barack Obama,3/18/2012,33,233,TRUE,48.268485
2012,democrat,Barack Obama,3/19/2012,33,232,TRUE,48.255672
2012,democrat,Barack Obama,3/20/2012,33,231,TRUE,48.337675
2012,democrat,Barack Obama,3/21/2012,33,230,TRUE,48.353688
2012,democrat,Barack Obama,3/22/2012,33,229,TRUE,47.873762
2012,democrat,Barack Obama,3/24/2012,32,227,TRUE,47.732746
2012,democrat,Barack Obama,3/25/2012,32,226,TRUE,48.433622
2012,democrat,Barack Obama,3/26/2012,32,225,TRUE,48.394576
2012,democrat,Barack Obama,3/27/2012,32,224,TRUE,48.284524
2012,democrat,Barack Obama,3/28/2012,32,223,TRUE,48.225771
2012,democrat,Barack Obama,3/29/2012,32,222,TRUE,48.295444
2012,democrat,Barack Obama,3/30/2012,32,221,TRUE,48.326333
2012,democrat,Barack Obama,3/31/2012,31,220,TRUE,48.344906
2012,democrat,Barack Obama,4/1/2012,31,219,TRUE,48.240922
2012,democrat,Barack Obama,4/2/2012,31,218,TRUE,48.120519
2012,democrat,Barack Obama,4/3/2012,31,217,TRUE,47.940741
2012,democrat,Barack Obama,4/4/2012,31,216,TRUE,47.951713
2012,democrat,Barack Obama,4/5/2012,31,215,TRUE,47.754883
2012,democrat,Barack Obama,4/6/2012,31,214,TRUE,47.822087
2012,democrat,Barack Obama,4/7/2012,30,213,TRUE,47.768054
2012,democrat,Barack Obama,4/8/2012,30,212,TRUE,48.180063
2012,democrat,Barack Obama,4/9/2012,30,211,TRUE,48.154042
2012,democrat,Barack Obama,4/10/2012,30,210,TRUE,47.987876
2012,democrat,Barack Obama,4/11/2012,30,209,TRUE,47.568006
2012,democrat,Barack Obama,4/12/2012,30,208,TRUE,47.687666
2012,democrat,Barack Obama,4/13/2012,30,207,TRUE,47.421559
2012,democrat,Barack Obama,4/14/2012,29,206,TRUE,47.392936
2012,democrat,Barack Obama,4/15/2012,29,205,TRUE,47.138702
2012,democrat,Barack Obama,4/16/2012,29,204,TRUE,47.268001
2012,democrat,Barack Obama,4/17/2012,29,203,TRUE,47.192467
2012,democrat,Barack Obama,4/18/2012,29,202,TRUE,47.1152
2012,democrat,Barack Obama,4/19/2012,29,201,TRUE,47.114696
2012,democrat,Barack Obama,4/20/2012,29,200,TRUE,47.17886
2012,democrat,Barack Obama,4/21/2012,28,199,TRUE,47.21352
2012,democrat,Barack Obama,4/22/2012,28,198,TRUE,47.215064
2012,democrat,Barack Obama,4/23/2012,28,197,TRUE,47.241314
2012,democrat,Barack Obama,4/24/2012,28,196,TRUE,47.238839
2012,democrat,Barack Obama,4/25/2012,28,195,TRUE,47.165688
2012,democrat,Barack Obama,4/26/2012,28,194,TRUE,47.805867
2012,democrat,Barack Obama,4/27/2012,28,193,TRUE,47.387006
2012,democrat,Barack Obama,4/28/2012,27,192,TRUE,47.181307
2012,democrat,Barack Obama,4/29/2012,27,191,TRUE,47.121088
2012,democrat,Barack Obama,4/30/2012,27,190,TRUE,47.267047
2012,democrat,Barack Obama,5/1/2012,27,189,TRUE,47.157751
2012,democrat,Barack Obama,5/2/2012,27,188,TRUE,47.262488
2012,democrat,Barack Obama,5/3/2012,27,187,TRUE,47.121028
2012,democrat,Barack Obama,5/4/2012,27,186,TRUE,47.139571
2012,democrat,Barack Obama,5/5/2012,26,185,TRUE,47.119357
2012,democrat,Barack Obama,5/6/2012,26,184,TRUE,46.980411
2012,democrat,Barack Obama,5/7/2012,26,183,TRUE,46.967797
2012,democrat,Barack Obama,5/8/2012,26,182,TRUE,46.750646
2012,democrat,Barack Obama,5/10/2012,26,180,TRUE,46.717927
2012,democrat,Barack Obama,5/11/2012,26,179,TRUE,46.694968
2012,democrat,Barack Obama,5/12/2012,25,178,TRUE,46.506013
2012,democrat,Barack Obama,5/14/2012,25,176,TRUE,46.097385
2012,democrat,Barack Obama,5/15/2012,25,175,TRUE,46.159944
2012,democrat,Barack Obama,5/16/2012,25,174,TRUE,45.892057
2012,democrat,Barack Obama,5/17/2012,25,173,TRUE,45.820104
2012,democrat,Barack Obama,5/18/2012,25,172,TRUE,45.76682
2012,democrat,Barack Obama,5/19/2012,24,171,TRUE,45.792301
2012,democrat,Barack Obama,5/20/2012,24,170,TRUE,46.080179
2012,democrat,Barack Obama,5/21/2012,24,169,TRUE,46.097213
2012,democrat,Barack Obama,5/22/2012,24,168,TRUE,46.088168
2012,democrat,Barack Obama,5/23/2012,24,167,TRUE,46.114068
2012,democrat,Barack Obama,5/24/2012,24,166,TRUE,46.078457
2012,democrat,Barack Obama,5/25/2012,24,165,TRUE,46.065455
2012,democrat,Barack Obama,5/26/2012,23,164,TRUE,46.086912
2012,democrat,Barack Obama,5/27/2012,23,163,TRUE,46.039228
2012,democrat,Barack Obama,5/28/2012,23,162,TRUE,46.052934
2012,democrat,Barack Obama,5/29/2012,23,161,TRUE,46.073273
2012,democrat,Barack Obama,5/30/2012,23,160,TRUE,46.114494
2012,democrat,Barack Obama,5/31/2012,23,159,TRUE,45.967689
2012,democrat,Barack Obama,6/1/2012,23,158,TRUE,45.994589
2012,democrat,Barack Obama,6/2/2012,22,157,TRUE,46.063917
2012,democrat,Barack Obama,6/3/2012,22,156,TRUE,46.333679
2012,democrat,Barack Obama,6/4/2012,22,155,TRUE,46.401446
2012,democrat,Barack Obama,6/5/2012,22,154,TRUE,46.206024
2012,democrat,Barack Obama,6/6/2012,22,153,TRUE,46.194505
2012,democrat,Barack Obama,6/7/2012,22,152,TRUE,46.307339
2012,democrat,Barack Obama,6/8/2012,22,151,TRUE,46.0848255
2012,democrat,Barack Obama,6/10/2012,21,149,TRUE,46.212047
2012,democrat,Barack Obama,6/11/2012,21,148,TRUE,46.129089
2012,democrat,Barack Obama,6/12/2012,21,147,TRUE,46.111329
2012,democrat,Barack Obama,6/13/2012,21,146,TRUE,46.104211
2012,democrat,Barack Obama,6/14/2012,21,145,TRUE,46.06737
2012,democrat,Barack Obama,6/15/2012,21,144,TRUE,46.055673
2012,democrat,Barack Obama,6/16/2012,20,143,TRUE,45.980301
2012,democrat,Barack Obama,6/17/2012,20,142,TRUE,46.222468
2012,democrat,Barack Obama,6/18/2012,20,141,TRUE,46.578373
2012,democrat,Barack Obama,6/20/2012,20,139,TRUE,46.558844
2012,democrat,Barack Obama,6/21/2012,20,138,TRUE,46.568538
2012,democrat,Barack Obama,6/22/2012,20,137,TRUE,46.641848
2012,democrat,Barack Obama,6/23/2012,19,136,TRUE,46.656219
2012,democrat,Barack Obama,6/24/2012,19,135,TRUE,46.527412
2012,democrat,Barack Obama,6/25/2012,19,134,TRUE,46.433961
