year,state,party,candidate_name,poll_date,weeks_left,days_left,before_convention,avg_poll
1972,California,democrat,George S. McGovern,8/6/1972,13,93,FALSE,41.70051087
1972,California,democrat,George S. McGovern,9/21/1972,7,47,FALSE,39.90299222
1972,California,democrat,George S. McGovern,9/30/1972,5,38,FALSE,38.924634
1972,California,democrat,George S. McGovern,10/5/1972,5,33,FALSE,39.18792333
1972,California,democrat,George S. McGovern,10/11/1972,4,27,FALSE,37.73394545
1972,California,democrat,George S. McGovern,10/22/1972,2,16,FALSE,38.43125583
1972,California,democrat,George S. McGovern,11/3/1972,1,4,FALSE,35.41546714
1972,California,republican,Richard M. Nixon,8/6/1972,13,93,TRUE,50.32843913
1972,California,republican,Richard M. Nixon,9/21/1972,7,47,FALSE,47.42166444
1972,California,republican,Richard M. Nixon,9/30/1972,5,38,FALSE,45.919916
1972,California,republican,Richard M. Nixon,10/5/1972,5,33,FALSE,47.90725667
1972,California,republican,Richard M. Nixon,10/11/1972,4,27,FALSE,48.17658364
1972,California,republican,Richard M. Nixon,10/22/1972,2,16,FALSE,50.72902167
1972,California,republican,Richard M. Nixon,11/3/1972,1,4,FALSE,47.31475286
1972,Colorado,democrat,George S. McGovern,11/4/1972,0,3,FALSE,27.3064
1972,Colorado,republican,Richard M. Nixon,11/4/1972,0,3,FALSE,63.63466
1972,Connecticut,democrat,George S. McGovern,9/30/1972,5,38,FALSE,22.99332
1972,Connecticut,democrat,George S. McGovern,10/10/1972,4,28,FALSE,26.06184357
1972,Connecticut,democrat,George S. McGovern,10/24/1972,2,14,FALSE,28.19889824
1972,Connecticut,republican,Richard M. Nixon,9/30/1972,5,38,FALSE,59.004949
1972,Connecticut,republican,Richard M. Nixon,10/10/1972,4,28,FALSE,59.788615
1972,Connecticut,republican,Richard M. Nixon,10/24/1972,2,14,FALSE,57.30418706
1972,Illinois,democrat,George S. McGovern,9/30/1972,5,38,FALSE,24.291888
1972,Illinois,democrat,George S. McGovern,10/5/1972,5,33,FALSE,26.66863
1972,Illinois,democrat,George S. McGovern,10/10/1972,4,28,FALSE,25.83631833
1972,Illinois,democrat,George S. McGovern,10/22/1972,2,16,FALSE,30.18129368
1972,Illinois,republican,Richard M. Nixon,9/30/1972,5,38,FALSE,60.64713
1972,Illinois,republican,Richard M. Nixon,10/5/1972,5,33,FALSE,58.328932
1972,Illinois,republican,Richard M. Nixon,10/10/1972,4,28,FALSE,59.18434
1972,Illinois,republican,Richard M. Nixon,10/22/1972,2,16,FALSE,60.20017842
1972,Kansas,democrat,George S. McGovern,7/22/1972,15,108,FALSE,21.27312165
1972,Kansas,democrat,George S. McGovern,11/2/1972,1,5,FALSE,22.46682375
1972,Kansas,republican,Richard M. Nixon,7/22/1972,15,108,TRUE,59.65622233
1972,Kansas,republican,Richard M. Nixon,11/2/1972,1,5,FALSE,66.6987325
1972,Kentucky,democrat,George S. McGovern,10/16/1972,3,22,FALSE,32.310348
1972,Kentucky,republican,Richard M. Nixon,10/16/1972,3,22,FALSE,48.6880312
1972,Massachusetts,democrat,George S. McGovern,10/16/1972,3,22,FALSE,44.33003737
1972,Massachusetts,democrat,George S. McGovern,11/4/1972,0,3,FALSE,47.03973
1972,Massachusetts,republican,Richard M. Nixon,10/16/1972,3,22,FALSE,48.69548421
1972,Massachusetts,republican,Richard M. Nixon,11/4/1972,0,3,FALSE,43.81844
1972,Michigan,democrat,George S. McGovern,8/16/1972,12,83,FALSE,29.05268
1972,Michigan,democrat,George S. McGovern,9/1/1972,10,67,FALSE,35.38447
1972,Michigan,democrat,George S. McGovern,10/5/1972,5,33,FALSE,36.713102
1972,Michigan,democrat,George S. McGovern,10/10/1972,4,28,FALSE,32.93095167
1972,Michigan,democrat,George S. McGovern,10/16/1972,3,22,FALSE,33.59514167
1972,Michigan,democrat,George S. McGovern,10/22/1972,2,16,FALSE,34.33099
1972,Michigan,democrat,George S. McGovern,11/4/1972,0,3,FALSE,40.82501
1972,Michigan,republican,Richard M. Nixon,8/16/1972,12,83,TRUE,60.13104
1972,Michigan,republican,Richard M. Nixon,9/1/1972,10,67,FALSE,55.78714618
1972,Michigan,republican,Richard M. Nixon,10/5/1972,5,33,FALSE,53.662418
1972,Michigan,republican,Richard M. Nixon,10/10/1972,4,28,FALSE,52.70514833
1972,Michigan,republican,Richard M. Nixon,10/16/1972,3,22,FALSE,52.08810167
1972,Michigan,republican,Richard M. Nixon,10/22/1972,2,16,FALSE,53.59358077
1972,Michigan,republican,Richard M. Nixon,11/4/1972,0,3,FALSE,54.96976
1972,Minnesota,democrat,George S. McGovern,8/16/1972,12,83,FALSE,31.31908556
1972,Minnesota,democrat,George S. McGovern,10/9/1972,4,29,FALSE,33.94706906
1972,Minnesota,republican,Richard M. Nixon,8/16/1972,12,83,TRUE,58.6543987
1972,Minnesota,republican,Richard M. Nixon,10/9/1972,4,29,FALSE,59.72691
1972,Missouri,democrat,George S. McGovern,9/27/1972,6,41,FALSE,12.73684714
1972,Missouri,democrat,George S. McGovern,10/4/1972,5,34,FALSE,19.28384714
1972,Missouri,democrat,George S. McGovern,10/11/1972,4,27,FALSE,15.54212633
1972,Missouri,republican,Richard M. Nixon,9/27/1972,6,41,FALSE,62.58087
1972,Missouri,republican,Richard M. Nixon,10/4/1972,5,34,FALSE,57.87031286
1972,Missouri,republican,Richard M. Nixon,10/11/1972,4,27,FALSE,58.54603633
1972,New Jersey,democrat,George S. McGovern,7/1/1972,18,129,TRUE,28.00018594
1972,New Jersey,democrat,George S. McGovern,10/10/1972,4,28,FALSE,27.67740833
1972,New Jersey,democrat,George S. McGovern,10/16/1972,3,22,FALSE,29.39879125
1972,New Jersey,democrat,George S. McGovern,10/24/1972,2,14,FALSE,30.26264588
1972,New Jersey,republican,Richard M. Nixon,7/1/1972,18,129,TRUE,49.00027505
1972,New Jersey,republican,Richard M. Nixon,10/10/1972,4,28,FALSE,54.34862333
1972,New Jersey,republican,Richard M. Nixon,10/16/1972,3,22,FALSE,55.05393625
1972,New Jersey,republican,Richard M. Nixon,10/24/1972,2,14,FALSE,53.14801588
1972,New York,democrat,George S. McGovern,9/11/1972,8,57,FALSE,31.11303
1972,New York,democrat,George S. McGovern,9/16/1972,7,52,FALSE,28.1697175
1972,New York,democrat,George S. McGovern,9/28/1972,6,40,FALSE,25.04451857
1972,New York,democrat,George S. McGovern,10/5/1972,5,33,FALSE,23.97273333
1972,New York,democrat,George S. McGovern,10/8/1972,4,30,FALSE,29.367675
1972,New York,democrat,George S. McGovern,10/16/1972,3,22,FALSE,31.60916833
1972,New York,democrat,George S. McGovern,10/22/1972,2,16,FALSE,34.71985923
1972,New York,democrat,George S. McGovern,11/4/1972,0,3,FALSE,35.87733
1972,New York,republican,Richard M. Nixon,9/11/1972,8,57,FALSE,51.16222
1972,New York,republican,Richard M. Nixon,9/16/1972,7,52,FALSE,55.19325083
1972,New York,republican,Richard M. Nixon,9/28/1972,6,40,FALSE,58.56876857
1972,New York,republican,Richard M. Nixon,10/5/1972,5,33,FALSE,58.5434
1972,New York,republican,Richard M. Nixon,10/8/1972,4,30,FALSE,56.7899925
1972,New York,republican,Richard M. Nixon,10/16/1972,3,22,FALSE,59.30765333
1972,New York,republican,Richard M. Nixon,10/22/1972,2,16,FALSE,57.58394615
1972,New York,republican,Richard M. Nixon,11/4/1972,0,3,FALSE,58.8518
1972,North Carolina,democrat,George S. McGovern,9/16/1972,7,52,FALSE,24.28236782
1972,North Carolina,republican,Richard M. Nixon,9/16/1972,7,52,FALSE,65.63676182
1972,Ohio,democrat,George S. McGovern,10/5/1972,5,33,FALSE,36.34616647
1972,Ohio,democrat,George S. McGovern,10/22/1972,2,16,FALSE,34.03466154
1972,Ohio,democrat,George S. McGovern,11/4/1972,0,3,FALSE,33.45072
1972,Ohio,republican,Richard M. Nixon,10/5/1972,5,33,FALSE,54.6208
1972,Ohio,republican,Richard M. Nixon,10/22/1972,2,16,FALSE,59.39190308
1972,Ohio,republican,Richard M. Nixon,11/4/1972,0,3,FALSE,56.30234
1972,Oklahoma,democrat,George S. McGovern,10/16/1972,3,22,FALSE,21.9673252
1972,Oklahoma,republican,Richard M. Nixon,10/16/1972,3,22,FALSE,74.7805216
1972,Oregon,democrat,George S. McGovern,9/19/1972,7,49,FALSE,36.99247188
1972,Oregon,democrat,George S. McGovern,10/5/1972,5,33,FALSE,37.1300625
1972,Oregon,republican,Richard M. Nixon,9/19/1972,7,49,FALSE,48.00237188
1972,Oregon,republican,Richard M. Nixon,10/5/1972,5,33,FALSE,48.91766139
1972,Pennsylvania,democrat,George S. McGovern,10/22/1972,2,16,FALSE,38.58677211
1972,Pennsylvania,republican,Richard M. Nixon,10/22/1972,2,16,FALSE,58.22568947
1976,California,democrat,Jimmy Carter,8/5/1976,13,89,FALSE,53.35316792
1976,California,democrat,Jimmy Carter,10/3/1976,4,30,FALSE,46.9027765
1976,California,democrat,Jimmy Carter,10/11/1976,3,22,FALSE,45.32412773
1976,California,democrat,Jimmy Carter,10/22/1976,2,11,FALSE,45.12617386
1976,California,democrat,Jimmy Carter,10/29/1976,1,4,FALSE,42.7688732
1976,California,republican,Gerald R. Ford,8/5/1976,13,89,TRUE,33.86554683
1976,California,republican,Gerald R. Ford,10/3/1976,4,30,FALSE,34.94756888
1976,California,republican,Gerald R. Ford,10/11/1976,3,22,FALSE,38.75349436
1976,California,republican,Gerald R. Ford,10/22/1976,2,11,FALSE,42.27819429
1976,California,republican,Gerald R. Ford,10/29/1976,1,4,FALSE,46.0110724
1976,Colorado,democrat,Jimmy Carter,10/16/1976,2,17,FALSE,42.34900325
1976,Colorado,democrat,Jimmy Carter,10/24/1976,1,9,FALSE,42.1670428
1976,Colorado,republican,Gerald R. Ford,10/16/1976,2,17,FALSE,42.91731588
1976,Colorado,republican,Gerald R. Ford,10/24/1976,1,9,FALSE,43.5154632
1976,Connecticut,democrat,Jimmy Carter,7/16/1976,16,109,FALSE,48.1570352
1976,Connecticut,democrat,Jimmy Carter,9/29/1976,5,34,FALSE,41.70159
1976,Connecticut,republican,Gerald R. Ford,7/16/1976,16,109,TRUE,43.36434929
1976,Connecticut,republican,Gerald R. Ford,9/29/1976,5,34,FALSE,43.15149243
1976,Delaware,democrat,Jimmy Carter,9/3/1976,9,60,FALSE,33.33115159
1976,Delaware,republican,Gerald R. Ford,9/3/1976,9,60,FALSE,30.84257249
1976,Georgia,democrat,Jimmy Carter,10/24/1976,1,9,FALSE,59.7990218
1976,Georgia,republican,Gerald R. Ford,10/24/1976,1,9,FALSE,30.4048573
1976,Idaho,democrat,Jimmy Carter,10/16/1976,2,17,FALSE,29.31454685
1976,Idaho,democrat,Jimmy Carter,10/29/1976,1,4,FALSE,28.5268558
1976,Idaho,republican,Gerald R. Ford,10/16/1976,2,17,FALSE,45.92588346
1976,Idaho,republican,Gerald R. Ford,10/29/1976,1,4,FALSE,47.2116496
1976,Illinois,democrat,Jimmy Carter,9/11/1976,7,52,FALSE,41.34799382
1976,Illinois,democrat,Jimmy Carter,10/3/1976,4,30,FALSE,48.64164231
1976,Illinois,democrat,Jimmy Carter,10/16/1976,2,17,FALSE,49.5476674
1976,Illinois,democrat,Jimmy Carter,10/21/1976,2,12,FALSE,47.27274713
1976,Illinois,democrat,Jimmy Carter,10/29/1976,1,4,FALSE,46.5540696
1976,Illinois,republican,Gerald R. Ford,9/11/1976,7,52,FALSE,44.92197095
1976,Illinois,republican,Gerald R. Ford,10/3/1976,4,30,FALSE,46.04017669
1976,Illinois,republican,Gerald R. Ford,10/16/1976,2,17,FALSE,46.9953674
1976,Illinois,republican,Gerald R. Ford,10/21/1976,2,12,FALSE,46.23009263
1976,Illinois,republican,Gerald R. Ford,10/29/1976,1,4,FALSE,48.106145
1976,Indiana,democrat,Jimmy Carter,7/16/1976,16,109,FALSE,49.56899159
1976,Indiana,democrat,Jimmy Carter,10/16/1976,2,17,FALSE,44.07817544
1976,Indiana,republican,Gerald R. Ford,7/16/1976,16,109,TRUE,42.38186447
1976,Indiana,republican,Gerald R. Ford,10/16/1976,2,17,FALSE,43.12424206
1976,Iowa,democrat,Jimmy Carter,10/10/1976,3,23,FALSE,44.35768613
1976,Iowa,republican,Gerald R. Ford,10/10/1976,3,23,FALSE,45.93897817
1976,Kansas,democrat,Jimmy Carter,7/16/1976,16,109,FALSE,49.66324709
1976,Kansas,democrat,Jimmy Carter,9/8/1976,8,55,FALSE,44.01446988
1976,Kansas,democrat,Jimmy Carter,9/16/1976,7,47,FALSE,42.54766315
1976,Kansas,democrat,Jimmy Carter,10/13/1976,3,20,FALSE,41.2235721
1976,Kansas,republican,Gerald R. Ford,7/16/1976,16,109,TRUE,47.9150565
1976,Kansas,republican,Gerald R. Ford,9/8/1976,8,55,FALSE,45.38423213
1976,Kansas,republican,Gerald R. Ford,9/16/1976,7,47,FALSE,46.24591878
1976,Kansas,republican,Gerald R. Ford,10/13/1976,3,20,FALSE,45.95746667
1976,Maine,democrat,Jimmy Carter,10/30/1976,0,3,FALSE,39.27672725
1976,Maine,republican,Gerald R. Ford,10/30/1976,0,3,FALSE,41.68300025
1976,Maryland,democrat,Jimmy Carter,9/27/1976,5,36,FALSE,38.00009024
1976,Maryland,republican,Gerald R. Ford,9/27/1976,5,36,FALSE,30.00192135
1976,Massachusetts,democrat,Jimmy Carter,10/10/1976,3,23,FALSE,50.36079879
1976,Massachusetts,republican,Gerald R. Ford,10/10/1976,3,23,FALSE,35.89256663
1976,Michigan,democrat,Jimmy Carter,7/19/1976,15,106,FALSE,43.99573093
1976,Michigan,democrat,Jimmy Carter,9/11/1976,7,52,FALSE,39.88965804
1976,Michigan,democrat,Jimmy Carter,10/5/1976,4,28,FALSE,40.887933
1976,Michigan,democrat,Jimmy Carter,10/10/1976,3,23,FALSE,41.28132444
1976,Michigan,democrat,Jimmy Carter,10/19/1976,2,14,FALSE,42.07959288
1976,Michigan,democrat,Jimmy Carter,10/27/1976,1,6,FALSE,41.69286071
1976,Michigan,republican,Gerald R. Ford,7/19/1976,15,106,TRUE,43.00673641
1976,Michigan,republican,Gerald R. Ford,9/11/1976,7,52,FALSE,42.53771913
1976,Michigan,republican,Gerald R. Ford,10/5/1976,4,28,FALSE,44.453233
1976,Michigan,republican,Gerald R. Ford,10/10/1976,3,23,FALSE,45.38625933
1976,Michigan,republican,Gerald R. Ford,10/19/1976,2,14,FALSE,45.56842063
1976,Michigan,republican,Gerald R. Ford,10/27/1976,1,6,FALSE,45.02106943
1976,Minnesota,democrat,Jimmy Carter,9/3/1976,9,60,FALSE,50.35495297
1976,Minnesota,democrat,Jimmy Carter,10/3/1976,4,30,FALSE,50.35943655
1976,Minnesota,republican,Gerald R. Ford,9/3/1976,9,60,FALSE,38.89791343
1976,Minnesota,republican,Gerald R. Ford,10/3/1976,4,30,FALSE,36.20376768
1976,Missouri,democrat,Jimmy Carter,10/4/1976,4,29,FALSE,40.00059686
1976,Missouri,democrat,Jimmy Carter,10/25/1976,1,8,FALSE,46.09132678
1976,Missouri,republican,Gerald R. Ford,10/4/1976,4,29,FALSE,42.00121462
1976,Missouri,republican,Gerald R. Ford,10/25/1976,1,8,FALSE,43.83372689
1976,Nebraska,democrat,Jimmy Carter,9/18/1976,6,45,FALSE,33.33191109
1976,Nebraska,republican,Gerald R. Ford,9/18/1976,6,45,FALSE,52.93539554
1976,New Jersey,democrat,Jimmy Carter,9/19/1976,6,44,FALSE,37.09500069
1976,New Jersey,republican,Gerald R. Ford,9/19/1976,6,44,FALSE,44.62819287
1976,New York,democrat,Jimmy Carter,9/22/1976,6,41,FALSE,40.46942174
1976,New York,democrat,Jimmy Carter,10/15/1976,3,18,FALSE,44.753468
1976,New York,democrat,Jimmy Carter,10/16/1976,2,17,FALSE,48.60606955
1976,New York,democrat,Jimmy Carter,10/27/1976,1,6,FALSE,49.28755457
1976,New York,republican,Gerald R. Ford,9/22/1976,6,41,FALSE,37.83686935
1976,New York,republican,Gerald R. Ford,10/15/1976,3,18,FALSE,39.463903
1976,New York,republican,Gerald R. Ford,10/16/1976,2,17,FALSE,41.86037809
1976,New York,republican,Gerald R. Ford,10/27/1976,1,6,FALSE,44.296354
1976,North Carolina,democrat,Jimmy Carter,10/20/1976,2,13,FALSE,41.19929779
1976,North Carolina,republican,Gerald R. Ford,10/20/1976,2,13,FALSE,40.50376329
1976,Ohio,democrat,Jimmy Carter,9/25/1976,5,38,FALSE,53.35753487
1976,Ohio,republican,Gerald R. Ford,9/25/1976,5,38,FALSE,41.92135879
1976,Oregon,democrat,Jimmy Carter,9/18/1976,6,45,FALSE,45.3530806
1976,Oregon,democrat,Jimmy Carter,10/3/1976,4,30,FALSE,42.66309622
1976,Oregon,democrat,Jimmy Carter,10/21/1976,2,12,FALSE,43.13752323
1976,Oregon,republican,Gerald R. Ford,9/18/1976,6,45,FALSE,33.86282947
1976,Oregon,republican,Gerald R. Ford,10/3/1976,4,30,FALSE,38.73033717
1976,Oregon,republican,Gerald R. Ford,10/21/1976,2,12,FALSE,40.41713123
1976,South Carolina,democrat,Jimmy Carter,9/16/1976,7,47,FALSE,51.00074443
1976,South Carolina,democrat,Jimmy Carter,10/16/1976,2,17,FALSE,48.70728833
1976,South Carolina,republican,Gerald R. Ford,9/16/1976,7,47,FALSE,33.99969277
1976,South Carolina,republican,Gerald R. Ford,10/16/1976,2,17,FALSE,38.01408911
1976,South Dakota,democrat,Jimmy Carter,10/3/1976,4,30,FALSE,37.34015121
1976,South Dakota,democrat,Jimmy Carter,10/27/1976,1,6,FALSE,43.17492571
1976,South Dakota,republican,Gerald R. Ford,10/3/1976,4,30,FALSE,32.85766317
1976,South Dakota,republican,Gerald R. Ford,10/27/1976,1,6,FALSE,41.880844
1976,Utah,democrat,Jimmy Carter,8/10/1976,12,84,FALSE,45.30004495
1976,Utah,democrat,Jimmy Carter,9/16/1976,7,47,FALSE,35.798722
1976,Utah,democrat,Jimmy Carter,10/16/1976,2,17,FALSE,34.50958411
1976,Utah,republican,Gerald R. Ford,8/10/1976,12,84,TRUE,46.30000054
1976,Utah,republican,Gerald R. Ford,9/16/1976,7,47,FALSE,51.59054897
1976,Utah,republican,Gerald R. Ford,10/16/1976,2,17,FALSE,55.39210628
1976,Washington,democrat,Jimmy Carter,9/16/1976,7,47,FALSE,33.23146217
1976,Washington,republican,Gerald R. Ford,9/16/1976,7,47,FALSE,31.6512754
1980,Alabama,democrat,Jimmy Carter,9/16/1980,7,49,FALSE,46.81775482
1980,Alabama,democrat,Jimmy Carter,10/8/1980,4,27,FALSE,40.37295743
1980,Alabama,republican,Ronald Reagan,9/16/1980,7,49,FALSE,35.13087414
1980,Alabama,republican,Ronald Reagan,10/8/1980,4,27,FALSE,44.89973211
1980,Arizona,democrat,Jimmy Carter,10/16/1980,3,19,FALSE,21.82598225
1980,Arizona,republican,Ronald Reagan,10/16/1980,3,19,FALSE,45.20387645
1980,Arkansas,democrat,Jimmy Carter,8/16/1980,11,80,FALSE,36.812313
1980,Arkansas,democrat,Jimmy Carter,9/3/1980,9,62,FALSE,41.12595182
1980,Arkansas,democrat,Jimmy Carter,9/20/1980,6,45,FALSE,44.05033941
1980,Arkansas,republican,Ronald Reagan,8/16/1980,11,80,FALSE,44.20143917
1980,Arkansas,republican,Ronald Reagan,9/3/1980,9,62,FALSE,40.412888
1980,Arkansas,republican,Ronald Reagan,9/20/1980,6,45,FALSE,40.35098933
1980,California,democrat,Jimmy Carter,5/8/1980,26,180,TRUE,27.686476
1980,California,democrat,Jimmy Carter,5/16/1980,25,172,TRUE,27.76904722
1980,California,democrat,Jimmy Carter,7/24/1980,15,103,TRUE,23.95249429
1980,California,democrat,Jimmy Carter,9/4/1980,9,61,FALSE,26.68531013
1980,California,democrat,Jimmy Carter,10/4/1980,4,31,FALSE,27.16273771
1980,California,democrat,Jimmy Carter,10/18/1980,2,17,FALSE,28.0539265
1980,California,republican,Ronald Reagan,5/8/1980,26,180,TRUE,42.484936
1980,California,republican,Ronald Reagan,5/16/1980,25,172,TRUE,40.0570483
1980,California,republican,Ronald Reagan,7/24/1980,15,103,FALSE,46.71821621
1980,California,republican,Ronald Reagan,9/4/1980,9,61,FALSE,43.29360983
1980,California,republican,Ronald Reagan,10/4/1980,4,31,FALSE,42.05017093
1980,California,republican,Ronald Reagan,10/18/1980,2,17,FALSE,42.09939394
1980,Colorado,democrat,Jimmy Carter,8/27/1980,10,69,FALSE,27.65274675
1980,Colorado,democrat,Jimmy Carter,9/16/1980,7,49,FALSE,25.98083997
1980,Colorado,democrat,Jimmy Carter,10/16/1980,3,19,FALSE,24.9567558
1980,Colorado,republican,Ronald Reagan,8/27/1980,10,69,FALSE,47.2950573
1980,Colorado,republican,Ronald Reagan,9/16/1980,7,49,FALSE,48.92596863
1980,Colorado,republican,Ronald Reagan,10/16/1980,3,19,FALSE,49.9820582
1980,Connecticut,democrat,Jimmy Carter,4/30/1980,27,188,TRUE,31.675586
1980,Connecticut,democrat,Jimmy Carter,6/18/1980,20,139,TRUE,27.70490904
1980,Connecticut,democrat,Jimmy Carter,7/14/1980,16,113,TRUE,26.01990257
1980,Connecticut,democrat,Jimmy Carter,8/27/1980,10,69,FALSE,29.69113935
1980,Connecticut,democrat,Jimmy Carter,9/16/1980,7,49,FALSE,29.38458726
1980,Connecticut,democrat,Jimmy Carter,10/13/1980,3,22,FALSE,30.08825269
1980,Connecticut,democrat,Jimmy Carter,10/29/1980,1,6,FALSE,32.86475029
1980,Connecticut,republican,Ronald Reagan,4/30/1980,27,188,TRUE,30.12095345
1980,Connecticut,republican,Ronald Reagan,6/18/1980,20,139,TRUE,29.57740346
1980,Connecticut,republican,Ronald Reagan,7/14/1980,16,113,TRUE,30.00725098
1980,Connecticut,republican,Ronald Reagan,8/27/1980,10,69,FALSE,33.4141915
1980,Connecticut,republican,Ronald Reagan,9/16/1980,7,49,FALSE,32.66597656
1980,Connecticut,republican,Ronald Reagan,10/13/1980,3,22,FALSE,33.71392681
1980,Connecticut,republican,Ronald Reagan,10/29/1980,1,6,FALSE,36.38981857
1980,Delaware,democrat,Jimmy Carter,9/28/1980,5,37,FALSE,36.80434826
1980,Delaware,republican,Ronald Reagan,9/28/1980,5,37,FALSE,43.19473529
1980,Florida,democrat,Jimmy Carter,3/4/1980,35,245,TRUE,56.82926653
1980,Florida,democrat,Jimmy Carter,8/30/1980,9,66,FALSE,46.342436
1980,Florida,democrat,Jimmy Carter,9/3/1980,9,62,FALSE,41.22265285
1980,Florida,democrat,Jimmy Carter,9/30/1980,5,35,FALSE,41.4526485
1980,Florida,democrat,Jimmy Carter,10/8/1980,4,27,FALSE,39.068376
1980,Florida,democrat,Jimmy Carter,10/16/1980,3,19,FALSE,36.49898464
1980,Florida,democrat,Jimmy Carter,10/30/1980,1,5,FALSE,36.85088
1980,Florida,republican,Ronald Reagan,3/4/1980,35,245,TRUE,38.14080315
1980,Florida,republican,Ronald Reagan,8/30/1980,9,66,FALSE,41.4165
1980,Florida,republican,Ronald Reagan,9/3/1980,9,62,FALSE,40.88363056
1980,Florida,republican,Ronald Reagan,9/30/1980,5,35,FALSE,42.53263688
1980,Florida,republican,Ronald Reagan,10/8/1980,4,27,FALSE,42.61143363
1980,Florida,republican,Ronald Reagan,10/16/1980,3,19,FALSE,42.4465185
1980,Florida,republican,Ronald Reagan,10/30/1980,1,5,FALSE,44.52299067
1980,Georgia,democrat,Jimmy Carter,10/8/1980,4,27,FALSE,48.62247193
1980,Georgia,republican,Ronald Reagan,10/8/1980,4,27,FALSE,36.34916471
1980,Hawaii,democrat,Jimmy Carter,6/16/1980,20,141,TRUE,31.84692333
1980,Hawaii,democrat,Jimmy Carter,9/3/1980,9,62,FALSE,37.20367943
1980,Hawaii,democrat,Jimmy Carter,10/3/1980,5,32,FALSE,38.26938242
1980,Hawaii,democrat,Jimmy Carter,10/27/1980,1,8,FALSE,36.32486622
1980,Hawaii,republican,Ronald Reagan,6/16/1980,20,141,TRUE,25.99174609
1980,Hawaii,republican,Ronald Reagan,9/3/1980,9,62,FALSE,27.65344367
1980,Hawaii,republican,Ronald Reagan,10/3/1980,5,32,FALSE,29.01720038
1980,Hawaii,republican,Ronald Reagan,10/27/1980,1,8,FALSE,31.049998
1980,Idaho,democrat,Jimmy Carter,10/29/1980,1,6,FALSE,23.988002
1980,Idaho,republican,Ronald Reagan,10/29/1980,1,6,FALSE,50.98786214
1980,Illinois,democrat,Jimmy Carter,3/16/1980,33,233,TRUE,59.65873453
1980,Illinois,democrat,Jimmy Carter,9/14/1980,7,51,FALSE,42.50724758
1980,Illinois,democrat,Jimmy Carter,10/10/1980,4,25,FALSE,38.12226217
1980,Illinois,democrat,Jimmy Carter,10/16/1980,3,19,FALSE,38.642078
1980,Illinois,democrat,Jimmy Carter,10/20/1980,2,15,FALSE,36.958926
1980,Illinois,democrat,Jimmy Carter,10/24/1980,2,11,FALSE,38.9063954
1980,Illinois,democrat,Jimmy Carter,10/29/1980,1,6,FALSE,40.619104
1980,Illinois,democrat,Jimmy Carter,10/30/1980,1,5,FALSE,40.54403267
1980,Illinois,republican,Ronald Reagan,3/16/1980,33,233,TRUE,36.25065529
1980,Illinois,republican,Ronald Reagan,9/14/1980,7,51,FALSE,29.27831646
1980,Illinois,republican,Ronald Reagan,10/10/1980,4,25,FALSE,31.903812
1980,Illinois,republican,Ronald Reagan,10/16/1980,3,19,FALSE,34.09416125
1980,Illinois,republican,Ronald Reagan,10/20/1980,2,15,FALSE,34.82887025
1980,Illinois,republican,Ronald Reagan,10/24/1980,2,11,FALSE,36.5906448
1980,Illinois,republican,Ronald Reagan,10/29/1980,1,6,FALSE,38.170777
1980,Illinois,republican,Ronald Reagan,10/30/1980,1,5,FALSE,42.18771933
1980,Iowa,democrat,Jimmy Carter,12/3/1979,48,337,TRUE,45.823447
1980,Iowa,democrat,Jimmy Carter,4/16/1980,29,202,TRUE,38.31437176
1980,Iowa,democrat,Jimmy Carter,8/30/1980,9,66,FALSE,34.21753371
1980,Iowa,democrat,Jimmy Carter,10/4/1980,4,31,FALSE,34.00581163
1980,Iowa,democrat,Jimmy Carter,10/12/1980,3,23,FALSE,33.50302371
1980,Iowa,republican,Ronald Reagan,12/3/1979,48,337,TRUE,45.187878
1980,Iowa,republican,Ronald Reagan,4/16/1980,29,202,TRUE,40.31091448
1980,Iowa,republican,Ronald Reagan,8/30/1980,9,66,FALSE,43.43257786
1980,Iowa,republican,Ronald Reagan,10/4/1980,4,31,FALSE,43.758111
1980,Iowa,republican,Ronald Reagan,10/12/1980,3,23,FALSE,44.38691158
1980,Kansas,democrat,Jimmy Carter,8/27/1980,10,69,FALSE,24.70574259
1980,Kansas,democrat,Jimmy Carter,9/18/1980,7,47,FALSE,25.2315425
1980,Kansas,democrat,Jimmy Carter,10/16/1980,3,19,FALSE,26.4562623
1980,Kansas,republican,Ronald Reagan,8/27/1980,10,69,FALSE,50.41169409
1980,Kansas,republican,Ronald Reagan,9/18/1980,7,47,FALSE,47.96028679
1980,Kansas,republican,Ronald Reagan,10/16/1980,3,19,FALSE,48.8577484
1980,Louisiana,democrat,Jimmy Carter,10/8/1980,4,27,FALSE,36.92149671
1980,Louisiana,republican,Ronald Reagan,10/8/1980,4,27,FALSE,49.04171161
1980,Maine,democrat,Jimmy Carter,10/16/1980,3,19,FALSE,35.69160935
1980,Maine,republican,Ronald Reagan,10/16/1980,3,19,FALSE,29.7772658
1980,Maryland,democrat,Jimmy Carter,10/16/1980,3,19,FALSE,29.8865578
1980,Maryland,democrat,Jimmy Carter,10/21/1980,2,14,FALSE,41.1854124
1980,Maryland,republican,Ronald Reagan,10/16/1980,3,19,FALSE,28.6492188
1980,Maryland,republican,Ronald Reagan,10/21/1980,2,14,FALSE,31.01106107
